P-0650||10% Vitamin C Self Activating 50 ML||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/10-vitamin-c-self-activating-50-ml-a258-4.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM > Vitamin C %10||5.300,00
P-1470||24 H Repairing Serum 45 ML||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/24-h-repairing-serum-45-ml-3753ef.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM > Özel Bakımlar||1
P-1752||8 - Flower Golden Nectar Youth Renewing 30ML||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/8-flower-golden-nectar-youth-renewing--ad6-96.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > BAKIM YAĞI > Altın Tanecikli Aromatik Bakım Yağı||4.749,00
P-0573||Biphasic Make Up Remover (BMR) 200 ML||BMR makyaj temizleme solüsyonu, esans ve yağ fazlarından oluşur, çift fazlı formülasyonu sayesinde dudak ve göz makyajınızı nazikçe temizlemeye yardımcı olur. İçerisinde bulunan peptit yapılar sayesinde makyajı temizlerken bir yandan da cildin yapılandırılmasını, kirpiklerin beslenmesini ve göz çevrenizdeki ince kırışıklıkların giderilmesini destekler. Yağ fazı suya dayanıklı makyajı ve tüm makyaj kalıntılarını cildi tahriş etmeden nazik bir şekilde arındırmayı sağlar.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/biphasic-make-up-remover-bmr-200-ml-7-e211.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > LOSYON > Çift Fazlı Makyaj Temizleme Solüsyonu||GENOSYS||1
P-2618||Black Cleaning Mask 21 - 50 ml||Cildin daha küçük gözenekler görünmesini sağlar.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/black-cleaning-mask-21-50-ml--8e5b-.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ||21 TRANSDERMAL||6.135,00
P-2619||Black Detox Mask 21 - 50 ml||Cilde daha temiz ve pürüzsüz bir görünüm kazandırır.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/black-detox-mask-21-50-ml-1d380-.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ||21 TRANSDERMAL||6.466,00
P-2620||Black Hydrating Mask 21 - 50 ml||Cilde ferahlık hissi verir.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/black-hydrating-mask-21-50-ml-7b61-2.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ||21 TRANSDERMAL||6.466,00
P-0570||Black Peel Acne Spot 10 ML||Black Peel Akne Spot Solüsyon, gece boyunca cilde bakım yapar ve akne oluşumunun önüne geçmeye çalışır. Yenilikçi formül sayesinde akneye meyilli ciltlerde kullanıma uygundur. Siyah pirincin fermantasyonuyla oluşan siyah asetik asit, potasyum iodide ve salisilik asite iyi bir alternatif olan yasemin asiti de formülde yer almaktadır.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/black-peel-acne-spot-10-ml-41ab01.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM > Akne Tedavisi||THERADERM||1
P-0577||Blemish Balm Cream (BBC) 50 ML||Renkli güneş koruyucu krem, cildinizi UVA ve UVB ışınlarına karşı korumaya yardımcı balm kremdir. İçeriğindeki arbutin ile lekelerin oluşmasını önlemeye yardımcı olur. Ayrıca cilt rengine uyumlu renkli yapısı ile cildi pürüzsüzleştirmeye, daha parlak ve canlı görünmesine destek verir. Renkli yapısını demir oksitten alır.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/bbc-blemish-balm-cream-50-gr-0-4179.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > BB KREM > Leke Önleyici Güneş Kremi||1
P-0569||Blemish+Age Defense 30 ML||Blemish + Age Defense, salisilik asit, diyoik asit içeren formülü ile daha parlak bir cilt görünümü kazandırır. Olgun ve problemli ciltler için salisilik asit içeren, yaşlanma karşıtı serum.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/blemishage-defense-30-ml-8c45e3.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM > Akneye Eğilimli Ciltler İçin Yaşlanma Karşıtı Düzeltici Serum||SKINCEUTICALS||4.800,00
P-2062||Blue-Light Power Cream - 50 ml||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/blue-light-power-cream-50-ml-9-71c5.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > KREM > Mavi Işık Filtreli Yüz Kremi||21.408,00
P-2606||Body Polisher 21 - 200 ml||Birikintileri ve ölü cilt hücrelerini çözer.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/body-polisher-21-200-ml-bd1-3e.jpg||none||none||none||CİLT BAKIM ÜRÜNLERİ||21 TRANSDERMAL||8.967,00
P-2605||Body Smoother 21 - 200 ml||Cilt bariyer fonksiyonunu iyileştirir ve ışığın neden olduğu cilt yaşlanmasına karşı koruma sağlar.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/body-smoother-21-200-ml-8-dfd4.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ||9.882,00
P-2603||Body Tuning 21 - 200 ml||Cilt bariyer fonksiyonunu iyileştirir ve ışığın neden olduğu cilt yaşlanmasına karşı koruma sağlar.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/body-tuning-21-200-ml-4fb2-a.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ||21 TRANSDERMAL||11.529,00
P-2591||Booster Effect Serum 21 - 30 ml||Yenilikçi peptit kompleksi ve mikro proteinler içeren yaşlanma karşıtı serum. Cildi görülür ve hissedilir şekilde anında yumuşatır ve sıkılaştırır. Özellikler; Doğal hücre gelişimini hızlandırır. Cilde esneklik kazandırır. Hücreleri güçlendirir. Çizgileri ve kırışıklıkları azaltır, cilde pürüzsüz ve ışıltılı bir görünüm verir. Nem kaybını önler ve uzun süreli nemlendirme sağlar. Anında emilerek cilde yumuşak bir dokunuş sağlar. Paraben, koruyucu ve renklendirici içermez. Uygulama; Gündüz ve akşam uygulayın. Cildi temizledikten sonra 4-6 damla Booster Effect Serum 21 ‘i yüzünüze, boynunuza ve dekolte bölgenize nazik masaj hareketleriyle uygulayın. Ardından günlük bakım ürünlerinizi kullanabilirsiniz.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/booster-effect-serum-21-30-ml-baf6-a.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM||21 TRANSDERMAL||9.308,00
P-0557||Brightalive 30 ML||Retinol içermeyen bu krem hassas ciltler için idealdir. Cildinizi rahatlatır, cilt tonunu dengeler, koyu noktaları engeller ve cildinize tem kazandırır||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/brightalive-30-ml-c-109a.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > KREM > Aydınlatıcı Yüz Kremi||ZO SKIN HEALTH||4.600,00
P-0560||Brightalive 50 ML||Retinol içermeyen bu krem hassas ciltler için idealdir. Cildinizi rahatlatır, cilt tonunu dengeler, koyu noktaları engeller ve cildinize tem kazandırır||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/brightalive-50-ml-5afb42.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > KREM > Aydınlatıcı Yüz Kremi||ZO SKIN HEALTH||7.100,00
P-2495||Brightening Complex 30 GR||Brightening Complex, faydalı nemlendirme özellikleriyle cildin görünümünü güvenli ve etkili bir şekilde aydınlatarak ayırt edici bir formül sunan nemlendiricidir.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/brightening-complex-30-gr-1-e947.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM > Aydınlatıcı Serum||IS CLINICAL||6.449,00
P-2390||Brightening Day Fluid Mineral SPF30 50 ML||İçeriğindeki Çinko Oksit sayesinde UVA ve UVB güneş ışınlarına karşı doğal mineral koruma sağlarken, antioksidan zengini Arctic Cloudberry ve C Vitamini ile cildin ışıltısını arttırmaya yardımcı olur. Kalıntı bırakmadan kolayca uygulanan %91 doğal formülü tüm cilt tiplerine uygundur.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/brightening-day-fluid-mineral-spf30-50-f950-4.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > GÜNEŞ KORUMA > Vitamin-C Aydınlatıcı & Leke Karşıtı Nemlendirici SPF 30||1.165,00
P-2480||Brightening Serum 15 ML||Aydınlatıcı Serum, pürüzlü cilt tonunun görünümünü güvenli bir şekilde azaltırken, soyulmadan önemli ölçüde kontrollü eksfoliasyon sağlayan güçlü bir formüldür||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/brightening-serum-15-ml-8-c1c2.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM > Aydınlatıcı Serum||IS CLINICAL||3.512,00
P-2481||Brightening Serum 30 ML||Aydınlatıcı Serum, pürüzlü cilt tonunun görünümünü güvenli bir şekilde azaltırken, soyulmadan önemli ölçüde kontrollü eksfoliasyon sağlayan güçlü bir formüldür||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/brightening-serum-30-ml-66d2-d.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM > Aydınlatıcı Serum||IS CLINICAL||5.904,00
P-3639||BRIGHTNESS REVEALING MASK 50 ML||Anında ışıltı için donuk veya yorgun bir cilt için mükemmeldir. Daha derin katmanları nemlendirerek kan dolaşımını hızlandırır ve ilk uygulamadan sonra cildi içten dışa ferahlatır.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/brightness-revealing-mask-50-ml-c2f2df.jpeg||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/brightness-revealing-mask-50-ml-e3b5-4.jpeg||none||none||CİLT BAKIM ÜRÜNLERİ > MASKE > Aydınlatıcı ve Yenileyici Maske||MARGY'S||6.300,00
P-0554||Broad Spectrum SPF50 118 GR||ZOX12™ bileşeniyle, hafif ve nazik mineralli güneş kremidir. Zararlı ışınlardan cildi korur.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/broad-spectrum-spf50-118-gr-d5916b.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > GÜNEŞ KORUMA > Hassas ve Kuru Ciltler İçin Güneş Koruyucu||3.700,00
P-2742||BUBBLE FALLS 150 ML||Cildi nazikçe temizler ve arındırır Cildi temizler ve cildi her türlü kalıntı ve kirden kurtarır. Arındırıcı, köpüren bir deneyim! Bulut kadar hafif olan bu köpük, cildin doğal dengesini desteklerken yüzü de temizler. Rafine cilt dokusu ve ışıltı için yüzdeki aşırı sebum üretimini kontrol eder. Karma dahil tüm cilt tipleri, cildi okşayan bu nazikçe köpüren dokuyu takdir eder.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/bubble-falls-150-ml-29d375.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > KÖPÜK > Canlandırıcı Temizleme Köpüğü||VALMONT||2.450,00
P-0548||C E Ferulic 30 ML||Kırışıklık görünümü ve sıkılık kaybı problemleri için normal ve kuru cilt tiplerine uygun, %15 Saf C vitamini içeren yaşlanma karşıtı antioksidan serum.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/c-e-ferulic-30-ml-9a-afb.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM > Normal ve Kuru Ciltler İçin Antioksidan Serum||SKINCEUTICALS||7.550,00
P-0525||C FX C-Clarifying Serum 30 ML||Daha parlak bir cilt için cilt yaşlanmasının görünümünü en aza indirmeye yardımcı olmak için %4 Arbutin ve %10 L-Askorbik Asit ile formüle edilmiştir. Melanozom aktivitesini azaltır, aşarı melanin oluşumunu engeller.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/c-fx-c-clarifying-serum-30-ml-322420.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM > Aydınlatıcı Serum||OBAGI||5.226,00
P-0524||C FX C-Therapy Night Cream 57 GR||Cildi aydınlatan Arbutin, C Vitamini ve E Vitamini içeren zengin bir nemlendiricidir. Cildin doğal yenilenme döngüsünü en iyi duruma getirir ve güçlü bir antioksidan tedavisi sunar.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/c-fx-c-therapy-night-cream-57-gr-30-41a.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > KREM > Aydınlatıcı Gece Kremi||5.226,00
P-0547||C Plus Peptide Cream 40 ML||Ciltteki lekeyi önlemeye yardımcıdır. İçeriğindeki peptitlerle cildi nemlendirir. İpeksi ve hafif dokusu sayesinde cilde parlaklık ve nem verir. Bitkisel kaynaklı L-askorbik asit ve magnezyum askorbil fosfat sayesinde lekelerin önlenmesine yardımcı olur. İçerdiği kolajen sayesinde cildi destekler.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/c-plus-peptide-cream-40-ml-4-4c08.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > KREM > Onarıcı, Renk Açıcı, Aydınlatıcı ve Yoğun Nemlendirici||THERADERM||1
P-0650||10% Vitamin C Self Activating 50 ML||Yaşlanma karşıtı olan bu ürün cildinize optimal dozda C vitamini sağlarken, daha pürüzsüz bir cilt tonu sunar. İnce çizgi ve kırışıklıkları önler, daha pürüzsüz bir cilt için çalışır.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/10-vitamin-c-self-activating-50-ml-a258-4.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > SERUM > Vitamin C %10||5.300,00
P-1752||8 - Flower Golden Nectar Youth Renewing 30ML||Faydaları: Tüm cilt tiplerine uygun aromatik bakım Yalancı iğde yağı, 24 ayar altın tanecikleri ve 20'den fazla esansiyel yağ bulundurur. Cildi besler, nemlendirir ve çizgi görünümünün azalmasına yardımcı olur. İçinde bulunan 24 ayar altın taneciklerinin cilt yüzeyine yayılmasıyla anında aydınlatıcı etkisini gösterir, cildin canlı görünüm kazanmasını destekler. Kullanımı: Gece&Gündüz. Kullanmadan önce çalkalayınız Botanik İçerikler: Lavanta, Neroli, Gül, Ylang Ylang, Yasemin, Ölmez Çiçek, İris, Paçuli, Macadamia, Beyaz Çayır Köpüğü, Jojoba, Yalancı İğde, Eşek Otu, Kırkbatıran||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/8-flower-golden-nectar-youth-renewing--ad6-96.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > BAKIM YAĞI > Altın Tanecikli Aromatik Bakım Yağı||DARPHIN||4.749,00
P-1253||AC Clear Cream 50ml||Yağlı ve problemleri için mükemmel bir yatıştırıcı, sakinleştrici ve inflamatuvar etkisi yaratır. İçindeki salisilik asit sayesinde cildi hafif soyar bu sayede derinin üst tabakasını yumuşatır ve tıkanmış follikülleri açarak komedonların temizlenmesini sağlar. Ayrıca gözenekleri daraltır ve yağlı sebum salgısının dengelenmesine yardım eder.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/ac-clear-cream-50ml-fd3-42.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > KREM > Akneli Ciltler İçin Krem||FORLLED||1
P-0628||AC Recovery 30 ML||A.C. Recovery, pH Formula cilt yenileme bakımlarıyla uyum içinde çalışması için özel olarak formüle edilmiştir.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/ac-recovery-30-ml-0-502a.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > KREM > Problemli Cilt Gündüz/Gece Kremi||PH FORMULA||1
P-0627||AC Resurfacing Kit (4 Ürün)||A.C. Recovery, pH Formula cilt yenileme bakımlarıyla uyum içinde çalışması için özel olarak formüle edilmiştir.||https://static.ticimax.cloud/cdn-cgi/image/width=76,quality=85/53520/uploads/urunresimleri/buyuk/ac-resurfacing-kit-4-urun-c59f1-.jpeg||none||none||none||CİLT BAKIM ÜRÜNLERİ > KIT PROGRAM > Akne Karşıtı Ev Bakım Kiti||PH FORMULA||1
